"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Source"
"GO:0071659","negative regulation of IP-10 production","3/711, 3/865","11/28905","0.272727272727273","11.0874568469505, 9.11350499211771","5.31385408955453, 4.72714625626397","0.00210978587789055, 0.00368105790976247","0.0263209390038265, 0.035300594118314","0.0211455842926566, 0.0277403891459651","14728/246730/23960, 14728/23960/246727","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071674","mononuclear cell migration","19/711, 17/865","203/28905","0.0935960591133005, 0.083743842364532","3.80505497703228, 2.7983997266437","6.36896325641346, 4.51623144366405","7.41757895386507e-07, 0.000140564329460894","4.8203192186759e-05, 0.00342234085044943","3.87252393773662e-05, 0.0026893900613516","12267/20307/15945/20296/17242/13035/13123/55985/57781/20306/20308/16854/53416/20302/20293/14525/12642/20305/240873, 12267/18787/22418/13123/20307/57781/17242/20308/20296/20305/12642/15945/16854/13035/240873/20293/20306","19, 17","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071695","anatomical structure maturation","20/711, 20/865","327/28905","0.0611620795107034","2.48648369656383, 2.04380336214668","4.29292733760214, 3.33406970365659","0.00019695717182009, 0.00218432540396458","0.00458583703799289, 0.0258814683480252","0.00368414681653903, 0.020338524650233","12259/319504/17390/16000/545192/80752/19228/13039/13983/11474/108153/18189/18667/20190/13874/269116/237625/80297/13487/57754, 17918/22418/12259/14561/12286/233781/16000/80752/319504/56644/108153/13039/21367/80297/56739/19228/269116/13874/239337/13983","20","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071706","tumor necrosis factor superfamily cytokine production","16/711, 23/865","226/28905","0.0707964601769911, 0.101769911504425","2.87815988947388, 3.40076218732416","4.50132329369, 6.36384192117908","0.000164714371356022, 3.64676215662567e-07","0.00405033720459357, 2.67752115218501e-05","0.00325393963950014, 2.10408579694784e-05","12774/14990/16193/14728/83433/20296/14130/19204/16000/11433/93695/246730/13844/23960/20302/16160, 14990/12774/22418/83433/14728/16193/12523/19204/15507/11433/14130/93695/16000/21897/100689/56644/69165/20296/23960/20371/246727/20186/16160","16, 23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0072676","lymphocyte migration","14/711, 11/865","112/28905","0.125, 0.0982142857142857","5.08175105485232, 3.28194673823287","6.87301819011032, 4.24980574850258","6.81047095666212e-07, 0.000544944188145569","4.56196777620106e-05, 0.00979938312433874","3.66497084841915e-05, 0.00770068346012708","20307/15945/20296/13123/55985/57781/20306/20308/53416/20302/20293/14525/12642/20305, 22418/13123/20307/57781/20308/20296/20305/12642/15945/20293/20306","14, 11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0072677","eosinophil migration","8/711, 9/865","26/28905","0.307692307692308, 0.346153846153846","12.5089256734826, 11.567140951534","9.3232173916441, 9.4678446284713","1.36036239308758e-07, 3.6515567200927e-08","1.34614042261439e-05, 4.08539643517038e-06","1.08145555794977e-05, 3.21044134688852e-06","20307/20296/20306/20308/16854/20302/20293/20305, 20307/217303/20308/20296/20305/16854/20293/12771/20306","8, 9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0090091","positive regulation of extracellular matrix disassembly","3/711, 3/865","10/28905","0.3","12.1962025316456, 10.0248554913295","5.62334622491883, 5.01333736216297","0.00156285470700048, 0.00273772002010922","0.0210827580304766, 0.0302695208811605","0.0169373606690215, 0.0237868032954629","16193/14086/30060, 14086/16193/30060","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0090257","regulation of muscle system process","12/232, 15/711","265/28905","0.045283019, 0.0566037735849057","5.641834743, 2.30117028898973","6.828298598, 3.37913852049676","1.76e-06, 0.00252685742632853","0.000138589, 0.0306460647193159","0.000119148, 0.0246202821512672","21957/11486/20190/21925/12372/17897/11937/110880/12292/11474/228785/18167, 19204/17897/16000/22402/21957/21925/19218/11474/11486/11937/21336/20190/12372/12292/11553","12, 15","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0090659","walking behavior","6/711, 7/865","54/28905","0.111111111111111, 0.12962962962963","4.51711204875762, 4.33172768143866","4.10807227615491, 4.30411597603922","0.00205409192224492, 0.0010921552716543","0.0258483128018912, 0.0159380050357253","0.0207658882191051, 0.0125246181528711","19156/13131/16513/20273/80297/57754, 17762/12286/13131/19156/80297/16513/20273","6, 7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0097529","myeloid leukocyte migration","24/711, 30/865","255/28905","0.0941176470588235, 0.117647058823529","3.82625961777116, 3.93131587895274","7.19871959569874, 8.25787721275394","2.39600760654229e-08, 1.97261789160766e-10","3.59731624789143e-06, 6.11342579208385e-08","2.8899939297786e-06, 4.80413473832734e-08","12267/20307/67133/83433/15945/20296/17242/17390/13035/17329/16414/55985/57781/20306/20308/19218/16854/20750/20302/20293/20305/68891/240873/330122, 12267/67133/18787/83433/20307/16414/217303/68279/20750/57781/17242/118453/20308/20296/20305/20311/15945/19218/16854/17329/227288/13035/330122/68891/240873/20293/58218/12771/20202/20306","24, 30","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0097530","granulocyte migration","20/711, 25/865","169/28905","0.118343195266272, 0.14792899408284","4.81112525903178, 4.94322262886069","7.8907601853654, 9.02982878274973","7.56141369721269e-09, 4.75069337378181e-11","1.56773310655543e-06, 2.02940983303643e-08","1.25947757974124e-06, 1.59477821581116e-08","12267/20307/67133/15945/20296/17242/17329/16414/55985/20306/20308/19218/16854/20750/20302/20293/20305/68891/240873/330122, 12267/67133/20307/16414/217303/68279/20750/17242/20308/20296/20305/20311/15945/19218/16854/17329/227288/330122/68891/240873/20293/58218/12771/20202/20306","20, 25","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0097553","calcium ion transmembrane import into cytosol","9/232, 13/711, 19/865","198/28905","0.045454545, 0.0656565656565657, 0.095959595959596","5.663205329, 2.66920257426587, 3.20660360833771","5.922562173, 3.74268402291713, 5.47218835878004","3.41e-05, 0.00131245515845355, 8.74580467446384e-06","0.001778951, 0.0195031732420026, 0.000363686160754916","0.001529398, 0.0156683617443548, 0.000285796765701156","12478/20190/233081/12372/239556/12292/12482/12335/14811, 12774/14126/15945/14652/17329/14065/12061/20190/12372/12292/80982/68460/20617, 12774/17918/14126/14219/12286/14065/11549/620592/12061/14724/15945/12290/14811/17329/12478/239556/329693/12287/80982","9, 13, 19","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0098883","synapse pruning","4/711, 4/865","14/28905","0.285714285714286","11.6154309825196, 9.54748142031379","6.30893116108641, 5.61848103827217","0.000298484383032793, 0.000627190846614058","0.00653065831017478, 0.0108481548680315","0.00524656760020086, 0.00852484342179284","12259/12262/12260/83433, 83433/12259/12260/12262","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0099504","synaptic vesicle cycle","13/711, 18/865","231/28905","0.0562770562770563, 0.0779220779220779","2.28788792079931, 2.60385856917649","3.12086761342718, 4.29858918516083","0.00497871540812633, 0.000223623705474957","0.047433975682674, 0.00493336991561888","0.0381072700707216, 0.00387680730815986","140494/19894/20965/109648/56807/214084/18189/27062/110877/13447/116837/20617/72961, 20965/18751/19894/18166/140494/23969/12286/109648/56807/18442/214084/110877/12290/208898/20964/27062/12287/116837","13, 18","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0099538","synaptic signaling via neuropeptide","2/121, 3/373, 4/865","10/28905","0.2, 0.3, 0.4","47.7768595041322, 23.2479892761394, 13.3664739884393","9.59214638571587, 8.04538255793934, 6.86961759598505","0.000765084320231214, 0.000239143229886532, 0.000144799931020819","0.049836009686785, 0.0221159010339801, 0.00350729317457129","0.0425725685268403, 0.0200275574378922, 0.0027561484428705","18212/18619, 109648/18212/230899, 18166/18212/18619/109648","2, 3, 4","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","3/711, 3/865","12/28905","0.25","10.1635021097046, 8.35404624277457","5.04186502831671, 4.47526424907515","0.00276187751479241, 0.00479962971994358","0.0320672391984164, 0.0422349439213762","0.0257620181941198, 0.0331896334665131","83433/12514/381524","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0140253","cell-cell fusion","6/373, 7/711, 7/865","68/28905","0.0882352941176471, 0.102941176470588","6.83764390474689, 4.1849714569372, 3.43990139408364","5.51041489949729, 4.17561442487052, 3.53793391249383","0.000247460529472284, 0.0013975510028955, 0.00417297175877025","0.0221159010339801, 0.0200158127704761, 0.0387525578941925","0.0200275574378922, 0.0160802035239929, 0.0304530578942502","23886/235505/83433/20307/17329/226841, 20307/83433/15945/235505/17329/23886/12292, 235505/83433/20307/23886/15945/226841/17329","6, 7","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0150076","neuroinflammatory response","8/711, 9/865","87/28905","0.0919540229885057, 0.103448275862069","3.73829962655803, 3.4568467211481","4.06203912288551, 4.03091642247191","0.00136492319738134, 0.00117857374070404","0.0199912972795734, 0.0167314743431065","0.0160605083915631, 0.013148152909492","12259/83433/16000/57781/74603/239849/329731/20617, 17918/83433/12259/217166/16000/21897/57781/239849/74603","8, 9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0150077","regulation of neuroinflammatory response","4/373, 6/711, 6/865","33/28905","0.121212121212121, 0.181818181818182","9.39312698025835, 7.39163789796701, 6.07566999474514","5.51581398413944, 5.83399597968372, 5.12400962147706","0.000830622356711774, 0.000136269210374067, 0.000391584983625793","0.0472397587598987, 0.00349009495275699, 0.00754122064777705","0.042779038505481, 0.002803855022124, 0.00592614375564832","83433/74603/16000/217166, 83433/16000/57781/74603/239849/329731, 83433/217166/16000/57781/239849/74603","4, 6","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0150079","negative regulation of neuroinflammatory response","3/373, 4/711, 4/865","15/28905","0.2, 0.266666666666667","15.4986595174263, 10.8410689170183, 8.91098265895954","6.4219510694869, 6.05409956074971, 5.3827017231437","0.000864284393226089, 0.000399123874481504, 0.000835083288904513","0.0482764568216287, 0.00804530254394662, 0.0132622254249742","0.0437178440257783, 0.00646339490693002, 0.0104219009175098","83433/16000/217166, 83433/16000/57781/329731, 83433/217166/16000/57781","3, 4","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1902105","regulation of leukocyte differentiation","19/711, 24/865","369/28905","0.0514905149051491, 0.0650406504065041","2.09329582747304, 2.17341040462428","3.35652396634538, 3.9844152445884","0.00216874266472288, 0.000351596003332882","0.0269791587491526, 0.00691275991490048","0.0216743815785688, 0.00543227826334178","12262/16193/14728/83433/17242/18729/100038909/12578/13386/20308/18722/11486/20302/16160/18725/240873/237625/18996/232174, 16197/83433/18729/100038909/14728/15519/16193/15507/13655/12262/12578/18733/16184/18722/17242/20308/18725/13386/12477/20371/100041146/21950/240873/16160","19, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1902106","negative regulation of leukocyte differentiation","9/711, 14/865","125/28905","0.072, 0.112","2.92708860759494, 3.74261271676301","3.42883607241414, 5.39724484815928","0.00381921249430469, 2.35833609447608e-05","0.0395925028576253, 0.000764263538478834","0.0318076268635952, 0.000600583885257502","12262/14728/17242/18729/100038909/12578/18722/18725/240873, 18729/100038909/14728/15507/12262/12578/18733/18722/17242/18725/12477/20371/100041146/240873","9, 14","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903037","regulation of leukocyte cell-cell adhesion","16/373, 12/232, 27/711, 37/865","405/28905","0.0395061728395062, 0.02962963, 0.0666666666666667, 0.091358024691358","3.0614636083805, 3.691570881, 2.71026722925457, 3.05283665168058","4.77692075300831, 4.906788087, 5.50433024807253, 7.30730942967262","8.51272963367177e-05, 0.00011673, 3.40277207873152e-06, 2.23946443994092e-09","0.0098621549237501, 0.004883212, 0.000185195870384963, 4.57532321881843e-07","0.00893089880865915, 0.00419819, 0.000148781731810853, 3.5954422221111e-07","18782/100039795/14990/240754/12578/16000/93695/234199/381091/21926/18784/20296/16193/12477/15117/20339, 12775/15002/15505/15519/15507/11486/13655/72049/11846/76747/12477/13035, 18782/14990/100039795/16193/14728/20339/20344/20296/17242/19204/16000/13035/12578/93695/16414/18784/11846/16854/11486/100043314/16160/12519/240873/15117/13137/234199/26887, 18782/14990/100039795/16197/14728/15519/16193/15505/19204/15507/13655/16414/217303/12578/93695/16000/20344/208154/16184/20339/18784/17242/20296/381091/240754/16854/234199/13035/100043314/12477/20371/21950/240873/15930/20533/16160/26887","16, 12, 27, 37","Ure_RT_vs_Ure, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","9/373, 15/711, 21/865","179/28905","0.0502793296089385, 0.0837988826815642, 0.11731843575419","3.89631105186694, 3.40676048369988, 3.92033454968192","4.44428008904693, 5.1292897956141, 6.88366247134558","0.000558793139602211, 3.95772035259874e-05, 1.07023438040818e-07","0.0371894668228876, 0.00138967051735604, 1.11756252300845e-05","0.033677767943327, 0.00111642654768129, 8.78218059993427e-06","18782/100039795/14990/240754/12578/93695/234199/18784/12477, 18782/14990/100039795/14728/17242/13035/12578/93695/18784/11846/16854/100043314/12519/240873/234199, 18782/14990/100039795/14728/15507/217303/12578/93695/208154/16184/18784/17242/240754/16854/234199/13035/100043314/12477/20371/240873/15930","9, 15, 21","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","16/711, 21/865","298/28905","0.0536912751677852, 0.0704697986577181","2.18276555376207, 2.35483182682236","3.25916290663433, 4.12909987422139","0.00312306370198228, 0.000280657802368661","0.0345122318741899, 0.00594059015013665","0.0277262641776305, 0.00466831470227246","14990/16193/14728/20339/20344/20296/17242/19204/16000/16414/11486/16160/12519/15117/13137/26887, 14990/16197/14728/15519/16193/15505/19204/13655/16414/16000/20344/16184/20339/17242/20296/381091/20371/21950/20533/16160/26887","16, 21","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903236","regulation of leukocyte tethering or rolling","4/711, 4/865","24/28905","0.166666666666667","6.77566807313643, 5.56936416184971","4.49507726321551, 3.93326585602351","0.00260653800379776, 0.00524995359650778","0.0310927848453026, 0.0448797412777745","0.0249791659311318, 0.0352680038087461","20339/20344/19204/26887, 19204/20344/20339/26887","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903238","positive regulation of leukocyte tethering or rolling","4/711, 4/865","15/28905","0.266666666666667","10.8410689170183, 8.91098265895954","6.05409956074971, 5.3827017231437","0.000399123874481504, 0.000835083288904513","0.00804530254394662, 0.0132622254249742","0.00646339490693002, 0.0104219009175098","20339/20344/19204/26887, 19204/20344/20339/26887","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903305","regulation of regulated secretory pathway","14/711, 21/865","160/28905","0.0875, 0.13125","3.55722573839662, 4.38587427745665","5.15090249292727, 7.54306215409658","4.42582449143128e-05, 1.48680934092378e-08","0.00150547186216342, 1.99614774085739e-06","0.00120945845271597, 1.5686397497626e-06","14125/14126/19204/19894/109648/545192/16414/56807/110058/27062/68891/13447/116837/237625, 18751/14126/19894/18166/14125/12523/12286/19204/16414/217303/109648/56807/18442/110058/12290/58226/20964/27062/68891/239556/116837","14, 21","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903307","positive regulation of regulated secretory pathway","9/711, 9/865","64/28905","0.140625","5.71696993670886, 4.69915101156069","5.99906220165953, 5.20337246088902","2.57906205048635e-05, 0.000116415900399371","0.00103974408961274, 0.0029097782764715","0.000835304404850502, 0.00228660122396972","14125/14126/19204/16414/56807/27062/68891/13447/237625, 14126/14125/19204/16414/56807/58226/27062/68891/239556","9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903532","positive regulation of secretion by cell","23/711, 23/865","389/28905","0.0591259640102828","2.40370743982732, 1.97576414996211","4.42631712943848, 3.40308956159492","0.000111908608915908, 0.00165412331376054","0.00308386128620166, 0.021711523607153","0.00247749705148275, 0.0170616424130314","14125/14126/83433/19204/16000/14652/545192/16414/56807/78896/170639/245049/81799/20526/16854/20750/21336/27062/68891/110877/13447/20617/237625, 83433/245049/18751/14126/14125/19204/16414/276952/56807/16000/18442/20750/170639/54140/110877/78896/16854/58226/27062/20186/68891/239556/12287","23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","16/711, 23/865","219/28905","0.0730593607305936, 0.105022831050228","2.97015586767624, 3.50946234856283","4.64753933096201, 6.54735316954469","0.000114534025228014, 2.07282691422374e-07","0.00309739842138369, 1.77094793998861e-05","0.00248837244741871, 1.39167020384629e-05","12774/14990/16193/14728/83433/20296/14130/19204/16000/11433/93695/246730/13844/23960/20302/16160, 14990/12774/22418/83433/14728/16193/12523/19204/15507/11433/14130/93695/16000/21897/100689/56644/69165/20296/23960/20371/246727/20186/16160","16, 23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","11/711, 16/865","144/28905","0.0763888888888889, 0.111111111111111","3.10551453352086, 3.71290944123314","4.0222857972119, 5.73208438601908","0.000898690201932161, 6.98562103512132e-06","0.015049604381587, 0.0003044389137773","0.0120904758745772, 0.000239238294716853","12774/14990/16193/20296/14130/19204/246730/13844/23960/20302/16160, 14990/12774/22418/16193/12523/19204/15507/14130/21897/100689/56644/69165/20296/23960/246727/16160","11, 16","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
